time_unity	object	position	
5.116118	Female03	(-0.60, 0.50, -0.83)	
5.127415	Female03	(-0.60, 0.49, -0.82)	
5.139106	Female03	(-0.60, 0.47, -0.82)	
5.153418	Female03	(-0.63, 0.49, -0.85)	
5.165425	Female03	(-0.63, 0.51, -0.85)	
5.18131	Female03	(-0.61, 0.51, -0.83)	
5.194364	Female03	(-0.66, 0.49, -0.88)	
5.205841	Female03	(-0.66, 0.50, -0.88)	
5.216687	Female03	(-0.63, 0.49, -0.85)	
5.233417	Female03	(-0.59, 0.48, -0.82)	
5.245129	Female03	(-0.57, 0.49, -0.81)	
5.256628	Female03	(-0.54, 0.48, -0.80)	
5.270139	Female03	(-0.59, 0.49, -0.82)	
5.281857	Female03	(-0.62, 0.50, -0.84)	
5.295431	Female03	(-0.69, 0.56, -0.95)	
5.313093	Male01	(-0.56, 0.67, -1.81)	
5.32413	Male01	(-0.69, 0.68, -1.93)	
5.33576	Floor	(0.77, -0.36, -5.37)	
5.347634	Male01	(-0.70, 0.65, -1.99)	
5.358852	Male03	(-1.45, 1.05, -0.81)	
5.371393	Male03	(-1.43, 1.03, -0.81)	
5.385058	Male03	(-1.44, 1.02, -0.81)	
5.397319	Male03	(-1.43, 1.03, -0.81)	
5.411273	Male03	(-1.42, 1.02, -0.82)	
5.424272	Male03	(-1.40, 1.03, -0.83)	
5.438533	Male03	(-1.42, 1.02, -0.82)	
5.450945	Male03	(-1.46, 1.02, -0.81)	
5.466153	Male03	(-1.44, 1.01, -0.81)	
5.477649	Male03	(-1.44, 1.02, -0.81)	
5.490851	Male03	(-1.42, 1.02, -0.82)	
5.503717	Male03	(-1.42, 1.02, -0.82)	
5.515018	Male03	(-1.42, 1.01, -0.82)	
5.527023	Male03	(-1.44, 1.02, -0.81)	
5.539009	Male03	(-1.47, 1.00, -0.80)	
5.550769	Male03	(-1.48, 1.02, -0.80)	
5.562816	Male03	(-1.52, 1.01, -0.80)	
5.574717	Male03	(-1.53, 1.01, -0.80)	
5.588022	Male03	(-1.56, 1.01, -0.81)	
5.600069	Male03	(-1.58, 1.01, -0.82)	
5.611928	Male03	(-1.70, 0.97, -1.00)	
5.62956	Floor	(-1.22, -0.36, -5.20)	
5.643498	Floor	(-1.28, -0.36, -5.03)	
5.655988	Floor	(-1.38, -0.36, -5.12)	
5.669597	Floor	(-1.34, -0.36, -5.06)	
5.684365	Floor	(-1.40, -0.36, -5.01)	
5.69828	Floor	(-1.51, -0.36, -5.15)	
5.710821	Floor	(-1.47, -0.36, -5.25)	
5.722641	Floor	(-1.49, -0.36, -5.17)	
5.736139	Floor	(-1.55, -0.36, -5.29)	
5.748487	Floor	(-1.58, -0.36, -5.30)	
5.762111	Floor	(-1.55, -0.36, -5.40)	
5.779088	Floor	(-1.59, -0.36, -5.25)	
5.793168	Floor	(-1.64, -0.36, -5.33)	
5.805135	Floor	(-1.64, -0.36, -5.51)	
5.816732	Floor	(-1.64, -0.36, -5.36)	
5.829079	Floor	(-1.65, -0.36, -5.36)	
5.843122	Floor	(-1.64, -0.36, -5.33)	
5.854506	Floor	(-1.63, -0.36, -5.24)	
5.868526	Floor	(-1.61, -0.36, -5.42)	
5.879724	Floor	(-1.58, -0.36, -5.56)	
5.892176	Floor	(-1.61, -0.36, -5.53)	
5.903713	Floor	(-1.64, -0.36, -5.53)	
5.915557	Floor	(-1.69, -0.36, -5.57)	
5.931019	Floor	(-1.65, -0.36, -5.61)	
5.943295	Floor	(-1.63, -0.36, -5.59)	
5.95673	Floor	(-1.69, -0.36, -5.58)	
5.972155	Floor	(-1.65, -0.36, -5.49)	
5.989011	Floor	(-1.70, -0.36, -5.44)	
6.003425	Floor	(-1.69, -0.36, -5.28)	
6.017045	Floor	(-1.63, -0.36, -5.27)	
6.029185	Floor	(-1.62, -0.36, -5.18)	
6.042387	Floor	(-1.29, -0.36, -4.80)	
6.054172	Female01	(-1.62, 0.56, -1.84)	
6.068773	Male03	(-1.69, 0.79, -0.94)	
6.083707	Male03	(-1.64, 0.70, -0.86)	
6.095296	Male03	(-1.64, 0.74, -0.86)	
6.107287	Male03	(-1.62, 0.71, -0.84)	
6.11936	Male03	(-1.60, 0.72, -0.83)	
6.131234	Male03	(-1.57, 0.70, -0.81)	
6.14329	Male03	(-1.55, 0.66, -0.81)	
6.155185	Male03	(-1.57, 0.67, -0.81)	
6.167244	Male03	(-1.60, 0.68, -0.83)	
6.178765	Male03	(-1.61, 0.66, -0.83)	
6.191475	Male03	(-1.63, 0.63, -0.85)	
6.205021	Male03	(-1.62, 0.63, -0.84)	
6.217505	Male03	(-1.60, 0.59, -0.83)	
6.230185	Male03	(-1.60, 0.56, -0.83)	
6.245173	Male03	(-1.50, 0.51, -0.80)	
6.258623	Male03	(-1.52, 0.48, -0.80)	
6.270353	Male03	(-1.52, 0.47, -0.80)	
6.283984	Male03	(-1.55, 0.48, -0.81)	
6.29938	Male03	(-1.58, 0.46, -0.82)	
6.311098	Male03	(-1.62, 0.46, -0.84)	
6.323238	Floor	(-1.65, -0.36, -1.99)	
6.336137	Floor	(-2.01, -0.36, -1.70)	
6.348732	Floor	(-2.36, -0.36, -1.50)	
6.360156	Floor	(-2.58, -0.36, -1.48)	
6.37274	Floor	(-2.84, -0.36, -1.43)	
6.385578	Floor	(-3.25, -0.36, -1.28)	
6.402387	Floor	(-3.22, -0.36, -1.21)	
6.418438	Floor	(-3.36, -0.36, -1.13)	
6.432911	Floor	(-3.37, -0.36, -1.14)	
6.445653	Floor	(-3.38, -0.36, -1.03)	
6.457611	Floor	(-3.37, -0.36, -0.93)	
6.46951	Floor	(-3.37, -0.36, -0.89)	
6.482187	Floor	(-3.38, -0.36, -0.89)	
6.495584	Floor	(-3.44, -0.36, -0.93)	
6.5089	Floor	(-3.52, -0.36, -0.93)	
6.520599	Floor	(-3.63, -0.36, -0.92)	
6.532977	Floor	(-3.69, -0.36, -0.94)	
6.545743	Floor	(-3.71, -0.36, -0.91)	
6.561043	Floor	(-3.93, -0.36, -0.82)	
6.571925	Floor	(-4.16, -0.36, -0.80)	
6.585469	Floor	(-4.61, -0.36, -0.82)	
6.597222	Floor	(-4.77, -0.36, -0.68)	
6.609408	Floor	(-5.03, -0.36, -0.69)	
6.624257	Floor	(-5.00, -0.36, -0.67)	
6.636709	Floor	(-5.10, -0.36, -0.67)	
6.649707	Floor	(-5.13, -0.36, -0.67)	
6.662	Floor	(-5.11, -0.36, -0.58)	
6.676559	Floor	(-5.04, -0.36, -0.52)	
6.690026	Floor	(-4.87, -0.36, -0.45)	
6.702112	Floor	(-4.90, -0.36, -0.41)	
6.717335	Floor	(-5.10, -0.36, -0.48)	
6.730029	Floor	(-5.19, -0.36, -0.42)	
6.742115	Floor	(-5.19, -0.36, -0.56)	
6.75467	Floor	(-4.99, -0.36, -0.79)	
6.768187	Floor	(-4.73, -0.36, -1.39)	
6.77956	Floor	(-4.55, -0.36, -1.63)	
6.790623	Floor	(-3.71, -0.36, -1.93)	
6.803738	Floor	(-3.53, -0.36, -2.06)	
6.815776	Floor	(-3.18, -0.36, -2.28)	
6.82843	Floor	(-3.67, -0.36, -2.30)	
6.840369	Floor	(-3.86, -0.36, -2.43)	
6.854192	Floor	(-3.86, -0.36, -2.49)	
6.872655	Floor	(-3.82, -0.36, -2.49)	
6.886667	Floor	(-3.82, -0.36, -2.47)	
6.898016	Floor	(-3.80, -0.36, -2.50)	
6.91009	Floor	(-3.79, -0.36, -2.47)	
6.921786	Floor	(-3.75, -0.36, -2.56)	
6.933465	Floor	(-3.66, -0.36, -2.54)	
6.945025	Floor	(-3.55, -0.36, -2.57)	
6.957319	Floor	(-3.62, -0.36, -2.63)	
6.971015	Floor	(-3.53, -0.36, -2.73)	
6.982966	Floor	(-3.47, -0.36, -2.79)	
6.994606	Floor	(-3.44, -0.36, -2.90)	
7.006796	Floor	(-3.38, -0.36, -2.83)	
7.022286	Floor	(-3.19, -0.36, -2.85)	
7.036955	Floor	(-2.80, -0.36, -2.85)	
7.048643	Floor	(-2.59, -0.36, -2.78)	
7.060327	Floor	(-2.72, -0.36, -2.86)	
7.074361	Floor	(-3.03, -0.36, -3.16)	
7.088198	Floor	(-2.96, -0.36, -3.16)	
7.10383	Floor	(-2.94, -0.36, -3.16)	
7.12008	Floor	(-2.82, -0.36, -3.19)	
7.133442	Floor	(-2.74, -0.36, -3.13)	
7.14831	Floor	(-2.49, -0.36, -3.10)	
7.162681	Floor	(-2.03, -0.36, -2.78)	
7.181021	Floor	(-2.05, -0.36, -2.85)	
7.19264	Floor	(-2.03, -0.36, -3.05)	
7.205146	Floor	(-2.00, -0.36, -3.07)	
7.217701	Floor	(-1.75, -0.36, -2.98)	
7.22942	Floor	(-1.71, -0.36, -2.99)	
7.244341	Floor	(-1.58, -0.36, -3.00)	
7.257044	Floor	(-1.92, -0.36, -3.24)	
7.269766	Floor	(-1.95, -0.36, -3.47)	
7.281534	Floor	(-1.96, -0.36, -3.66)	
7.293569	Floor	(-1.91, -0.36, -3.50)	
7.305603	Floor	(-1.84, -0.36, -3.65)	
7.317619	Floor	(-1.74, -0.36, -3.59)	
7.333949	Floor	(-1.59, -0.36, -3.52)	
7.346244	Floor	(-1.52, -0.36, -3.55)	
7.358246	Floor	(-1.59, -0.36, -3.61)	
7.370252	Floor	(-1.54, -0.36, -3.64)	
7.384353	Floor	(-1.49, -0.36, -3.65)	
7.39909	Female01	(-1.68, 0.30, -1.97)	
7.410535	Female01	(-1.64, 0.35, -1.86)	
7.423333	Male03	(-1.64, 0.70, -0.86)	
7.435866	Male03	(-1.59, 0.71, -0.82)	
7.448917	Male03	(-1.58, 0.73, -0.82)	
7.462504	Male03	(-1.55, 0.70, -0.81)	
7.474576	Male03	(-1.56, 0.73, -0.81)	
7.490601	Male03	(-1.62, 0.75, -0.84)	
7.502527	Male03	(-1.63, 0.78, -0.84)	
7.517434	Male03	(-1.65, 0.79, -0.86)	
7.528646	Male03	(-1.64, 0.80, -0.86)	
7.540635	Male03	(-1.61, 0.79, -0.83)	
7.552917	Male03	(-1.60, 0.79, -0.82)	
7.566996	Male03	(-1.63, 0.80, -0.85)	
7.580284	Male03	(-1.60, 0.82, -0.83)	
7.592527	Male03	(-1.58, 0.82, -0.82)	
7.606231	Male03	(-1.60, 0.82, -0.82)	
7.618588	Male03	(-1.61, 0.83, -0.83)	
7.632221	Male03	(-1.61, 0.84, -0.83)	
7.650939	Male03	(-1.48, 0.79, -0.80)	
7.667663	Male01	(-0.64, 0.22, -1.94)	
7.680102	Male01	(-0.60, 0.24, -1.86)	
7.692266	Male01	(-0.62, 0.27, -1.86)	
7.704082	Male01	(-0.64, 0.28, -1.87)	
7.717417	Floor	(0.04, -0.36, -3.56)	
7.729393	Male01	(-0.66, 0.28, -1.90)	
7.742758	Male01	(-0.68, 0.31, -1.91)	
7.755233	Male01	(-0.66, 0.28, -1.90)	
7.769616	Floor	(-0.05, -0.36, -3.69)	
7.782538	Male03	(-1.38, 0.76, -0.84)	
7.797601	Floor	(-0.09, -0.36, -3.42)	
7.811568	Floor	(0.02, -0.36, -3.02)	
7.825683	Floor	(-0.11, -0.36, -3.50)	
7.838325	Floor	(-0.12, -0.36, -3.40)	
7.851575	Floor	(-0.12, -0.36, -3.41)	
7.864804	Floor	(-0.07, -0.36, -3.45)	
7.875894	Floor	(-0.08, -0.36, -3.38)	
7.888188	Floor	(0.00, -0.36, -3.18)	
7.902835	Floor	(0.10, -0.36, -2.91)	
7.91727	Floor	(0.15, -0.36, -2.87)	
7.929686	Floor	(0.14, -0.36, -2.75)	
7.941351	Floor	(0.20, -0.36, -2.52)	
7.95837	Floor	(0.17, -0.36, -2.43)	
7.970838	Female03	(-0.70, 0.40, -0.99)	
7.982487	Female03	(-0.70, 0.43, -1.02)	
7.994003	Female03	(-0.70, 0.40, -1.00)	
8.005936	Female03	(-0.69, 0.36, -0.97)	
8.018776	Female03	(-0.65, 0.43, -0.87)	
8.033302	Floor	(0.29, -0.36, -1.71)	
8.045861	Floor	(0.49, -0.36, -1.79)	
8.058968	Floor	(0.17, -0.36, -1.35)	
8.071712	Floor	(0.14, -0.36, -1.35)	
8.085557	Floor	(0.35, -0.36, -1.49)	
8.098824	Floor	(0.27, -0.36, -1.42)	
8.113735	Floor	(0.29, -0.36, -1.35)	
8.125633	Floor	(0.31, -0.36, -1.22)	
8.139324	Floor	(0.31, -0.36, -1.16)	
8.151279	Floor	(0.33, -0.36, -1.17)	
8.163357	Floor	(0.30, -0.36, -1.16)	
8.174827	Floor	(0.32, -0.36, -1.19)	
8.187431	Floor	(0.33, -0.36, -1.18)	
8.198716	Floor	(0.32, -0.36, -1.19)	
8.211586	Floor	(0.29, -0.36, -1.16)	
8.224208	Floor	(0.28, -0.36, -1.16)	
8.23765	Floor	(0.28, -0.36, -1.19)	
8.253808	Floor	(0.31, -0.36, -1.28)	
8.273137	Floor	(0.24, -0.36, -1.38)	
8.289912	Floor	(0.22, -0.36, -1.36)	
8.303185	Floor	(0.21, -0.36, -1.38)	
8.315418	Floor	(0.26, -0.36, -1.36)	
8.327324	Floor	(0.28, -0.36, -1.37)	
8.339294	Floor	(0.26, -0.36, -1.34)	
8.352398	Floor	(0.28, -0.36, -1.28)	
8.364408	Floor	(0.25, -0.36, -1.24)	
8.376426	Floor	(0.26, -0.36, -1.33)	
8.390761	Floor	(0.23, -0.36, -1.33)	
8.402653	Floor	(0.25, -0.36, -1.33)	
8.415251	Floor	(0.25, -0.36, -1.30)	
8.430754	Floor	(0.27, -0.36, -1.32)	
8.443756	Floor	(0.24, -0.36, -1.30)	
8.455491	Floor	(0.28, -0.36, -1.35)	
8.468036	Floor	(0.40, -0.36, -1.17)	
8.480867	Floor	(0.38, -0.36, -1.10)	
8.49392	Floor	(0.36, -0.36, -1.20)	
8.511663	Floor	(0.46, -0.36, -1.02)	
8.523335	Floor	(0.49, -0.36, -0.80)	
8.535023	Floor	(0.55, -0.36, -0.76)	
8.546871	Floor	(0.54, -0.36, -0.73)	
8.560625	Floor	(0.57, -0.36, -0.73)	
8.5744	Floor	(0.58, -0.36, -0.74)	
8.591144	Floor	(0.61, -0.36, -0.77)	
8.603935	Floor	(0.61, -0.36, -0.75)	
8.616299	Floor	(0.65, -0.36, -0.76)	
8.628919	Floor	(0.63, -0.36, -0.78)	
8.641097	Floor	(0.96, -0.36, -1.74)	
8.654559	Floor	(1.33, -0.36, -2.43)	
8.668024	Female03	(-0.67, 0.91, -0.90)	
8.68047	Female03	(-0.68, 1.07, -0.91)	
8.69234	Male01	(-0.37, 1.13, -1.85)	
8.706201	Male01	(-0.54, 1.31, -1.80)	
8.719115	Male01	(-0.61, 1.37, -1.83)	
8.730482	Male01	(-0.58, 1.37, -1.82)	
8.74848	Male01	(-0.69, 1.33, -1.96)	
8.761056	Male01	(-0.69, 1.36, -1.95)	
8.772958	Male01	(-0.68, 1.35, -1.91)	
8.786859	Male01	(-0.69, 1.35, -1.93)	
8.800527	Male01	(-0.69, 1.38, -1.95)	
8.815612	Male01	(-0.68, 1.42, -1.91)	
8.827687	Male01	(-0.70, 1.43, -1.97)	
8.843502	Male01	(-0.69, 1.44, -1.92)	
8.855105	Male01	(-0.69, 1.46, -1.94)	
8.866584	Male01	(-0.68, 1.49, -1.92)	
8.879056	Male01	(-0.69, 1.56, -1.96)	
8.892763	Male01	(-0.69, 1.53, -1.93)	
8.909648	Male01	(-0.65, 1.57, -1.86)	
8.921966	Male01	(-0.63, 1.59, -1.85)	
8.936806	Male01	(-0.66, 1.66, -1.88)	
8.949038	Male01	(-0.66, 1.63, -1.88)	
8.960892	Male01	(-0.67, 1.68, -1.89)	
8.97288	Male01	(-0.68, 1.71, -1.91)	
8.985286	Male01	(-0.68, 1.77, -1.91)	
8.997915	Male01	(-0.67, 1.81, -1.90)	
9.009853	Male01	(-0.69, 1.84, -1.93)	
9.02215	Male01	(-0.70, 1.88, -1.98)	
9.035229	Male01	(-0.65, 1.91, -1.88)	
9.047089	Male01	(-0.66, 1.92, -1.90)	
9.062648	Male01	(-0.66, 1.95, -1.93)	
9.074523	Male01	(-0.67, 1.94, -1.95)	
9.087142	Male01	(-0.66, 1.94, -1.91)	
9.100769	Male01	(-0.67, 1.88, -1.90)	
9.114816	Male01	(-0.60, 1.76, -1.82)	
9.126403	Wall_Front	(7.52, 1.49, -14.46)	
9.138124	Female03	(-0.70, 1.55, -0.98)	
9.151292	Female03	(-0.54, 1.37, -0.80)	
9.164229	Female03	(-0.53, 1.35, -0.80)	
9.177189	Female03	(-0.59, 1.36, -0.82)	
9.18929	Female03	(-0.58, 1.35, -0.82)	
9.20131	Female03	(-0.53, 1.32, -0.80)	
9.217572	Female03	(-0.51, 1.30, -0.80)	
9.229912	Female03	(-0.55, 1.30, -0.81)	
9.241386	Female03	(-0.52, 1.28, -0.80)	
9.255625	Female03	(-0.47, 1.27, -0.80)	
9.268405	Female03	(-0.48, 1.22, -0.80)	
9.280093	Female03	(-0.46, 1.21, -0.80)	
9.291903	Female03	(-0.58, 1.20, -0.82)	
9.305599	Female03	(-0.61, 1.16, -0.83)	
9.319336	Female03	(-0.53, 1.13, -0.80)	
9.332526	Female03	(-0.62, 1.12, -0.84)	
9.344657	Female03	(-0.60, 1.12, -0.83)	
9.356894	Female03	(-0.68, 1.03, -0.91)	
9.372507	Female03	(-0.69, 1.04, -0.95)	
9.384819	Floor	(-0.01, -0.36, -2.29)	
9.40115	Floor	(-0.10, -0.36, -2.19)	
9.416256	Floor	(-1.52, -0.36, -0.91)	
9.42997	Female03	(-0.70, 0.95, -0.96)	
9.444804	Floor	(2.92, -0.36, -6.69)	
9.470046	Floor	(2.26, -0.36, -5.85)	
